name,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,price
Spacious 4 Bedroom House on Central & Quiet Street,Wandsworth,51.46480971111823,-0.2159098694527259,Entire home/apt,2,0,,,1,87,0,550.0
Upminster 3 bed house,Havering,51.55799,0.24925,Entire home/apt,1,0,,,1,181,0,429.0
"Urban Jungle - AC, Lift, Hyde Park, Oxford St",Westminster,51.5148611,-0.1632676,Entire home/apt,1,9,2024-08-08,1.66,6,320,9,457.0
"Classy 2bed 2bath, South Ken",Kensington and Chelsea,51.49357704444387,-0.1604665197141505,Entire home/apt,1,0,,,56,269,0,749.0
Mayfair Hyde Park Family Home,Westminster,51.5118934,-0.1541817,Entire home/apt,5,0,,,6,253,0,2750.0
Large House w/ Parking in London,Hammersmith and Fulham,51.51593,-0.24251,Entire home/apt,1,0,,,5,9,0,600.0
2 Bed & 2 Bath Chelsea Sloane Sq. Apt w/ Balcony,Kensington and Chelsea,51.48885,-0.16124,Entire home/apt,4,7,2024-08-27,2.28,24,73,7,459.0
Kensington little Palace,Kensington and Chelsea,51.49967296490164,-0.1847111790017571,Entire home/apt,3,3,2024-08-20,1.03,2,156,3,799.0
Hyde Park Suite 2-Hosted by Sweetstay,Westminster,51.51391,-0.16303,Entire home/apt,1,2,2024-06-29,0.4,23,214,2,593.0
Beautiful Knightsbridge home,Westminster,51.50079205810539,-0.1633944705269503,Entire home/apt,30,0,,,10,126,0,2299.0
London Suites 2-Hosted by Sweetstay,Camden,51.54109194472641,-0.1746610225229822,Entire home/apt,1,4,2024-07-20,0.82,23,68,4,432.0
Discount Stays Available - Green Park/Mayfair 2BR,Westminster,51.50685687229444,-0.1396326769360475,Entire home/apt,1,0,,,51,180,0,770.0
* The Regent Lodge with Private Garden*,Camden,51.54783806909207,-0.1694696946423159,Entire home/apt,30,10,2024-08-21,1.73,7,161,10,500.0
Hyde Park Suite 9-Hosted by Sweetstay,Westminster,51.515793320866,-0.1620885202006289,Entire home/apt,1,0,,,23,216,0,421.0
Large 3 bed house with separately bookable studio,Kingston upon Thames,51.42016948200013,-0.2534701435494982,Entire home/apt,1,0,,,1,362,0,504.0
Cosy apartment in Beckenham hill,Lewisham,51.42559756754845,-0.0145235497213768,Entire home/apt,1,0,,,4,269,0,500.0
London Suites-Hosted by Sweetstay,Camden,51.5425824463002,-0.1727757180912428,Entire home/apt,1,2,2024-05-05,0.41,23,311,2,525.0
Urban Retreat: Luxury Living in Cheval Place,Kensington and Chelsea,51.49829,-0.16592,Entire home/apt,15,0,,,10,126,0,2300.0
8nights. Apt.,Islington,51.533433424835614,-0.1209734282987234,Entire home/apt,2,0,,,7,29,0,529.0
*Room by Wembley Stadium,Brent,51.55812733782182,-0.289484035177491,Private room,1,5,2024-07-06,1.07,3,7,5,1043.0
"New South Kensington House, 6 Bed, Private Garden",Kensington and Chelsea,51.4937045,-0.1727038,Entire home/apt,3,9,2024-08-07,1.9,12,199,9,816.0
Riverside Gem - Stylish 3BD,Westminster,51.50773867938501,-0.1223021550944729,Entire home/apt,2,1,2024-04-09,0.2,72,138,1,618.0
Spacious 5 Bedroom house| Free Parking | Sleeps 11,Greenwich,51.44514,0.08509,Entire home/apt,14,1,2024-08-11,1.0,2,269,1,450.0
Luxury 4 bed mews house South Kensington & parking,Kensington and Chelsea,51.49427,-0.18071,Entire home/apt,2,4,2024-08-21,1.25,1,249,4,586.0
Room in Central London (RHI),Lambeth,51.49458,-0.11418,Private room,2,4,2024-07-30,0.71,20,321,4,5000.0
Central London Apartment! NEW,Camden,51.51657075358512,-0.128926000863485,Entire home/apt,2,4,2024-08-22,0.86,6,0,4,483.0
"Astounding 4BDR apartment w/Terrace, Hyde Park",Westminster,51.51669872055607,-0.1669964334252951,Entire home/apt,3,1,2024-05-15,0.26,7,62,1,478.0
Luxury Kensington House - Hyde Park,Kensington and Chelsea,51.4998,-0.18161,Entire home/apt,2,7,2024-08-10,1.51,3,336,7,549.0
"2 bed in Camden, 1 min to South Hampstead station",Camden,51.5433,-0.17915,Entire home/apt,4,2,2024-06-03,0.43,2,25,2,414.0
"5 Bedroom, 6 Bathroom Kensington Luxury Apartment",Kensington and Chelsea,51.491793901081,-0.1904039829969406,Entire home/apt,2,2,2024-07-07,0.49,5,139,2,1010.0
Two Bed Luxury Flat In Belgravia,Westminster,51.49239,-0.14981,Entire home/apt,3,1,2024-06-04,0.31,2,263,1,450.0
Gorgeous 4-bed House Near Museums & Hyde Park,Kensington and Chelsea,51.49996,-0.18108,Entire home/apt,5,9,2024-08-24,1.75,52,57,9,443.0
Luxury 3 Bed 3 Bath Penthouse Sloane Sq. Chelsea,Kensington and Chelsea,51.489724716388416,-0.1623658957702645,Entire home/apt,4,11,2024-08-16,2.1,24,110,11,709.0
3 Bedroom close to Trafalgar Square,Westminster,51.50919606436029,-0.1219510997739571,Entire home/apt,2,4,2024-09-04,0.88,72,147,4,580.0
The Kensington House by HoK Living,Kensington and Chelsea,51.49728,-0.19958,Entire home/apt,1,9,2024-08-31,1.73,14,325,9,680.0
Cosy 3 bed penthouse in Royal Docks London,Newham,51.50645,0.02172,Entire home/apt,1,0,,,1,358,0,555.0
2Bd Flat Opp Harrods @ sleeps 5,Westminster,51.50012,-0.16443,Entire home/apt,1,4,2024-07-17,0.74,6,63,4,431.0
Charming 2 Bed Home in the heart of Camden,Camden,51.5425134400798,-0.1466843358015035,Entire home/apt,1,0,,,1,270,0,889.0
Stunning 1-Bed Apartment in London with river view,Greenwich,51.50249816470768,0.006083990053294,Entire home/apt,1,0,,,1,364,0,680.0
Entire home in South Kensington!,Kensington and Chelsea,51.49677,-0.18216,Entire home/apt,2,11,2024-08-12,2.1,6,41,11,574.0
Majestic Colour by Veeve,Lambeth,51.476,-0.127,Entire home/apt,3,0,,,404,363,0,643.0
Luxury 3-Bed in Hight Street Kensington & Chelsea.,Kensington and Chelsea,51.49645049999999,-0.2056778,Entire home/apt,3,0,,,2,123,0,450.0
Beautiful Chelsea Townhouse,Kensington and Chelsea,51.48163,-0.18211,Entire home/apt,3,0,,,1,89,0,1300.0
Londons SkyHigh Haven Shangri La,Southwark,51.50624,-0.08812,Private room,1,0,,,2,269,0,715.0
Stunning Townhouse off Leicester Square,Westminster,51.5087423545194,-0.1311148474111209,Entire home/apt,1,8,2024-08-14,1.5,12,304,8,547.0
Luxury Leicester Square Townhouse,Westminster,51.50849,-0.13191,Entire home/apt,1,12,2024-09-02,2.57,12,304,12,547.0
Captivating 1-Bed Apartment in London,Westminster,51.52106,-0.16995,Entire home/apt,1,1,2024-07-16,0.56,226,364,1,1000.0
Stunningly designed Fulham home with cinema room,Hammersmith and Fulham,51.4764209,-0.1985045,Entire home/apt,3,9,2024-08-17,1.86,9,293,9,831.0
"3 bed, close to Covent Garden",Westminster,51.5142568,-0.111424,Entire home/apt,1,1,2024-08-17,1.0,3,0,1,575.0
3bd Bond Str Mayfair - Sleeps 7,Westminster,51.5133385,-0.1486303,Entire home/apt,1,2,2024-06-10,0.37,6,127,2,655.0
La Casa Negra | Luxe Mews | Central | Hyde Park,Westminster,51.51551968533201,-0.1780584454536438,Entire home/apt,2,7,2024-08-17,2.36,1,135,7,467.0
Large Home with TV/Playroom,Barnet,51.58851899736837,-0.2046542136868154,Entire home/apt,1,0,,,1,14,0,990.0
"Stylish Retreat in Iconic Shepherd Market, Mayfair",Westminster,51.50561364421285,-0.1476665135050818,Entire home/apt,2,13,2024-08-20,2.81,1,169,13,502.0
Luxe Hyde Park Flat - Central to London's Best,Westminster,51.50992,-0.18419,Entire home/apt,5,1,2024-07-18,0.58,1,349,1,573.0
High-End Central 4BR Mansion 2 min from Hyde Park,Westminster,51.51280927937656,-0.1678443774290068,Entire home/apt,3,3,2024-08-24,0.81,6,305,3,673.0
Opulent three bedroom apartment,Kensington and Chelsea,51.49695,-0.20534,Entire home/apt,1,1,2024-07-13,0.53,2,270,1,800.0
The Maide Vale 47,Westminster,51.52592476283887,-0.1989043089264544,Entire home/apt,1,11,2024-09-03,2.04,66,196,11,500.0
193VBR - Grade II listed Georgian 6-bed 3-bath,Westminster,51.49405,-0.13833,Entire home/apt,2,1,2024-06-30,0.43,2,222,1,730.0
"High-End 3 BED Flat, 5 min from Oxford Street",Westminster,51.516580531841775,-0.1469066102484583,Entire home/apt,3,0,,,19,180,0,418.0
Family 3 bedroom Duplex,Hammersmith and Fulham,51.47123415659108,-0.2092415622159152,Entire home/apt,1,0,,,13,364,0,425.0
Harrods facing modern apartment with terrace,Kensington and Chelsea,51.49858409458778,-0.1633425056934356,Entire home/apt,2,14,2024-09-01,2.98,6,145,14,448.0
Central 2BR-2BA with A/C,Westminster,51.51635,-0.13188,Entire home/apt,1,0,,,2,226,0,453.0
Oxford Street luxury 2 bedroom serviced apartment,Westminster,51.51583,-0.14867,Entire home/apt,1,2,2024-06-19,0.38,125,123,2,541.0
Notting Hill House With Rooftop,Kensington and Chelsea,51.51168125001945,-0.1990443620765508,Entire home/apt,3,2,2024-08-05,1.07,1,195,2,520.0
City Oasis Retreat - Soho/Fitzrovia,Camden,51.51984127449427,-0.1350713521242141,Entire home/apt,365,1,2024-05-11,0.25,3,365,1,441.0
Central Harrods Knightsbridge,Kensington and Chelsea,51.49861003645765,-0.1669110464407872,Entire home/apt,2,0,,,7,154,0,499.0
The May Fair Queen,Westminster,51.51199306127962,-0.1553641098873319,Entire home/apt,7,8,2024-08-30,2.16,17,200,8,513.0
Metropolitan Escape,Camden,51.5195269053546,-0.1352359727025032,Entire home/apt,1,2,2024-08-16,0.87,3,269,2,463.0
Paton Street by onefinestay,Islington,51.52512610089352,-0.0947120921469955,Entire home/apt,5,2,2024-08-23,1.15,210,218,2,660.0
Orsett Terrace by onefinestay,Westminster,51.51827,-0.18678,Entire home/apt,5,0,,,210,82,0,880.0
Northchurch Terrace by onefinestay,Hackney,51.54185508093869,-0.0811396820305804,Entire home/apt,5,0,,,210,31,0,1303.0
Edith Grove VIII by onefinestay,Kensington and Chelsea,51.48359,-0.18146,Entire home/apt,5,0,,,210,149,0,904.0
"4-Bedroom House, Gated Community",Richmond upon Thames,51.45055769215416,-0.3332808067452987,Entire home/apt,3,0,,,1,259,0,416.0
Luxurious & Spacious Townhouse!,Camden,51.5426848,-0.166566,Entire home/apt,1,5,2024-07-02,1.02,26,20,5,531.0
Oxford Street luxury 2 bedroom serviced apartment,Westminster,51.5145082741776,-0.1484644347793651,Entire home/apt,1,0,,,125,95,0,523.0
Stylish Surbiton 6-bed getaway,Kingston upon Thames,51.39834206260362,-0.3022298306884807,Entire home/apt,7,0,,,1,160,0,749.0
Elegant 2-Bed Duplex with Patio nr Battersea Park,Kensington and Chelsea,51.4847581,-0.1633123,Entire home/apt,2,8,2024-08-13,2.02,274,36,8,649.0
"Luxury apartment, 2 br, Pimlico, Victoria",Westminster,51.49103,-0.13825,Entire home/apt,2,0,,,1,267,0,450.0
3 Bd Flat @ Berkeley Sq Mayfair,Westminster,51.509113008240135,-0.1441072724914538,Entire home/apt,1,7,2024-07-31,1.64,6,124,7,580.0
Villa Almas Mayfair,Westminster,51.51271,-0.14536,Entire home/apt,15,0,,,4,364,0,4746.0
Two Bedroom Residence,Westminster,51.51133,-0.13452,Entire home/apt,7,0,,,2,269,0,3500.0
Bring your business to life,Wandsworth,51.4435853,-0.1527143,Private room,1,0,,,1,269,0,2500.0
Impeccable Spacious 6-Bed House in Romford,Havering,51.59974,0.1551,Entire home/apt,1,0,,,10,364,0,518.0
Lovely home with private garden near Richmond Park,Richmond upon Thames,51.46333814943655,-0.2760959855509336,Entire home/apt,2,1,2024-05-05,0.24,1,268,1,500.0
Luxury Oasis Retreat in the Heart of London,Camden,51.52279794818445,-0.135006399714521,Entire home/apt,3,2,2024-07-10,0.45,6,69,2,570.0
Renovated Home in Kentish Town,Camden,51.54704,-0.14539,Entire home/apt,7,1,2024-07-13,0.53,1,15,1,480.0
Stunning 3 Bedroom Trafalgar Sq and Covent Garden,Westminster,51.5083,-0.12184,Entire home/apt,2,12,2024-08-30,3.24,72,128,12,759.0
"Spacious 3 Bed, 3 Bath Duplex",Southwark,51.49637887497418,-0.0787286783717795,Entire home/apt,3,1,2024-05-03,0.23,1,270,1,500.0
Luxurious Knightsbridge Flat!,Kensington and Chelsea,51.49734,-0.16368,Entire home/apt,3,0,,,1,87,0,800.0
2BR1BA Soho/Carnaby/Piccadilly,Westminster,51.51078,-0.13747,Entire home/apt,5,2,2024-08-09,0.74,8,217,2,560.0
Entire home by Buckingham Palace,Westminster,51.49894348803907,-0.1404077190490804,Entire home/apt,1,6,2024-08-17,1.24,4,264,6,1350.0
New Home by Buckingham Palace,Westminster,51.49884998177083,-0.1403648037048421,Entire home/apt,1,2,2024-07-06,0.47,4,261,2,1499.0
Private rooftop London eye views,Southwark,51.50011,-0.09578,Entire home/apt,2,3,2024-08-14,1.13,2,192,3,420.0
The Breathtaking View of Harry Potter Theatre,Camden,51.51343215468207,-0.127794262107742,Entire home/apt,2,16,2024-08-10,3.31,72,157,16,561.0
"*Harrods-Facing Super Luxury: 2BR, 2BA, 180sqm*",Kensington and Chelsea,51.49724196670964,-0.1641083360199151,Entire home/apt,5,1,2024-04-30,0.23,8,215,1,455.0
Montpelier Square Knightsbridge,Westminster,51.49931856820599,-0.1665942843871294,Entire home/apt,20,0,,,10,126,0,3220.0
The Park Suite,Westminster,51.52380811450213,-0.1603435189506946,Entire home/apt,2,3,2024-08-16,0.71,16,268,3,800.0
Luxury Penthouse Flat by Hyde Park,Westminster,51.50983027933479,-0.1871032999018771,Entire home/apt,7,0,,,1,146,0,1760.0
Amazing South Kensington flat,Kensington and Chelsea,51.49273975322621,-0.1783439615268156,Entire home/apt,1,1,2024-05-05,0.24,19,47,1,508.0
Luxury West London family home,Ealing,51.514,-0.26398,Entire home/apt,3,1,2024-07-29,0.75,1,257,1,795.0
Central London Charm: Penthouse in Covent Garden,Westminster,51.5139771758729,-0.1246343356359962,Entire home/apt,2,4,2024-09-04,2.11,72,154,4,506.0
South Kensington - 2 Bed Apartment,Kensington and Chelsea,51.49347,-0.17624,Entire home/apt,4,8,2024-08-21,2.89,1,22,8,450.0
Majestic FamilyHouse HydePark!,Westminster,51.4993705695749,-0.1796188996311907,Entire home/apt,3,2,2024-06-30,0.61,1,360,2,630.0
A Relaxing Clean Home from Home Rooms for You,Barking and Dagenham,51.5503984,0.1134965,Private room,2,0,,,1,122,0,680.0
Spacious family home with garden,Hounslow,51.49136220293195,-0.2476293546097303,Entire home/apt,2,7,2024-08-26,2.06,1,106,7,455.0
Ivy | Woodfall Street | Pro-Managed,Kensington and Chelsea,51.4887949,-0.1619343,Entire home/apt,5,2,2024-06-23,0.59,77,300,2,761.0
Spacious modern Chelsea 4BD close to Sloane Square,Kensington and Chelsea,51.49491,-0.16383,Entire home/apt,3,3,2024-05-26,0.72,1,0,3,646.0
Mayfair/Green Park - Luxury 2 BR ensuite AC&Porter,Westminster,51.5077976,-0.1444149,Entire home/apt,1,30,2024-08-28,6.21,4,1,30,486.0
A Wonderful Wimbledon Welcome,Merton,51.40720097316775,-0.208719299224891,Entire home/apt,2,2,2024-08-13,0.88,1,255,2,700.0
Wimbledon Tennis 3 Bedroom Free Parking On Site,Merton,51.41864,-0.2253,Entire home/apt,3,3,2024-07-05,0.76,3,253,3,433.0
PRIV Terrace  - 3 bedroom - 2 bath - Covent Garden,Westminster,51.5118,-0.12528,Entire home/apt,5,5,2024-08-16,2.54,2,69,5,550.0
The Chelsea Place - 4 BDR House with Terrace,Hammersmith and Fulham,51.472330873927184,-0.2067104156229554,Entire home/apt,2,0,,,12,0,0,414.0
Covent Garden Best location/Piazza/Market/7Dials,Westminster,51.51273,-0.12385,Entire home/apt,14,2,2024-04-25,0.42,1,50,2,419.0
"Stunning Notting Hill family home, 3 Bed",Kensington and Chelsea,51.51243864879472,-0.2007835105821536,Entire home/apt,2,7,2024-08-18,2.0,2,206,7,623.0
"Stunning flat, near Wembley Stadium.",Camden,51.54447524201208,-0.1979805518805291,Entire home/apt,1,0,,,1,181,0,480.0
Entire Flat in West London (Ealing),Ealing,51.5171578,-0.2925244,Entire home/apt,2,0,,,2,364,0,1040.0
The Maide Vale 53,Westminster,51.52421,-0.19729,Entire home/apt,1,4,2024-09-05,0.97,66,165,4,500.0
The Maide Vale 49,Westminster,51.52633368147875,-0.1983322895414106,Entire home/apt,1,6,2024-08-13,1.53,66,199,6,500.0
The Notting Hill Studio 2,Westminster,51.51205,-0.19363,Entire home/apt,1,3,2024-09-02,1.43,66,169,3,500.0
The Queensborough 2 Bed Apartment By Hyde Park,Westminster,51.51145957621,-0.1845824616804974,Entire home/apt,1,1,2024-07-03,0.45,66,172,1,500.0
Cozy studio flat by Hyde Park,Westminster,51.51278,-0.18327,Entire home/apt,1,11,2024-08-11,2.54,66,139,11,500.0
Unique 4 Bed Flat Regent's Park / Abbey Road,Westminster,51.53098,-0.17609,Entire home/apt,2,1,2024-06-20,0.37,2,111,1,450.0
The Maida vale 45,Westminster,51.52419228954736,-0.1971782174229621,Entire home/apt,1,7,2024-09-02,2.66,66,195,7,500.0
The Kensington boutique 1,Kensington and Chelsea,51.50034,-0.19753,Entire home/apt,1,2,2024-07-05,0.61,66,183,2,500.0
stylish apartment in Kensington,Kensington and Chelsea,51.49747638772865,-0.1900984690545912,Entire home/apt,1,1,2024-09-02,1.0,66,178,1,500.0
King's Cross Studio,Camden,51.52948750511941,-0.1195667136311637,Entire home/apt,1,1,2024-06-29,0.42,66,150,1,500.0
Cozy Flat: South Kensington,Kensington and Chelsea,51.49529548519487,-0.188582651243259,Entire home/apt,1,1,2024-06-23,0.39,66,160,1,500.0
The Notting Hill Studio 1,Kensington and Chelsea,51.51212638210368,-0.1942083410323683,Entire home/apt,1,3,2024-06-23,0.85,66,160,3,500.0
Stunning Single-level Knightsbridge Flat w/lift,Kensington and Chelsea,51.49771,-0.1609,Entire home/apt,1,9,2024-08-29,1.93,12,197,9,695.0
Spectacular Flat Near Big Ben,Westminster,51.49609,-0.13296,Entire home/apt,3,3,2024-07-16,0.73,49,298,3,422.0
5-Bed Family Home in Barnes/Putney,Wandsworth,51.4634674995432,-0.2414920181035995,Entire home/apt,5,0,,,1,15,0,600.0
Stylish Penthouse in Trafalgar Square,Westminster,51.50814348316384,-0.1283568455101114,Entire home/apt,2,4,2024-08-21,2.93,72,157,4,483.0
Two bedroom penthouse Fitzrovia,Camden,51.5205998157756,-0.1357259815839901,Entire home/apt,1,1,2024-04-20,0.21,31,331,1,650.0
Impeccable 1-Bed Apartment in London,Greenwich,51.46175,0.02796,Entire home/apt,1,0,,,1,364,0,576.0
Three-Bedroom near Street Art Tour by Sojo Stay,Hackney,51.52462113194563,-0.0822643854505599,Entire home/apt,1,0,,,13,100,0,414.0
Kensington Luxury Apartment for up to 10 Guests,Kensington and Chelsea,51.491793901081,-0.1904039829969406,Entire home/apt,2,1,2024-05-17,0.26,5,229,1,1024.0
Mayfair/Green Park - Luxury 2 BR ensuite AC&Porter,Westminster,51.5077976,-0.1444149,Entire home/apt,1,23,2024-08-26,4.76,4,1,23,504.0
Vintage Townhouse in Spitafields,Tower Hamlets,51.5193,-0.07147,Entire home/apt,1,2,2024-07-10,0.52,16,176,2,543.0
Newly Renovated Victorian home,Kingston upon Thames,51.39800359005105,-0.2987037790564678,Entire home/apt,2,1,2024-07-14,0.55,1,258,1,750.0
Stunning Knightsbridge Cadogan Square Flat,Kensington and Chelsea,51.49698511410671,-0.1617108375019046,Entire home/apt,1,2,2024-08-05,0.44,12,197,2,695.0
Victorian House in Clapham with Private Garden,Wandsworth,51.46282003298671,-0.1571102542391294,Entire home/apt,6,1,2024-06-23,0.39,1,47,1,700.0
Luxurious Duplex Apartment in Holborn,City of London,51.5174033,-0.1101463,Entire home/apt,2,0,,,36,255,0,418.0
Arty Shoreditch penthouse,Hackney,51.52667,-0.07934,Entire home/apt,1,0,,,1,226,0,725.0
Iconic Landmarks at Reach: Gorgeous Penthouse!,Westminster,51.50923,-0.12406,Entire home/apt,2,6,2024-08-23,2.28,72,133,6,552.0
Channels team testing 1,Hackney,51.54009359415473,-0.0794365783777291,Entire home/apt,1,0,,,19,269,0,3500.0
Beautiful large house in London,Bexley,51.4241685,0.1008348,Entire home/apt,2,1,2024-06-26,0.41,2,270,1,900.0
Spacious 4 Bed 4 Bath Apartment near Regents Park,Camden,51.527099884990974,-0.1423636467892965,Entire home/apt,5,3,2024-08-14,0.85,37,189,3,465.0
Garden Suite-Hosted by Sweetstay,Camden,51.55559101670091,-0.1774095906201818,Entire home/apt,1,2,2024-08-10,1.15,23,0,2,488.0
"Luxurious Multilevel 3BR flat, Heart of Marylebone",Westminster,51.51853,-0.15841,Entire home/apt,3,2,2024-07-06,0.77,14,8,2,484.0
Stokey Sensation,Hackney,51.56043,-0.07887,Entire home/apt,3,0,,,1,201,0,485.0
4 Bedroom Townhouse Seconds Away Harrods,Westminster,51.50047409480298,-0.1675762224378831,Entire home/apt,1,5,2024-08-22,2.14,21,356,5,748.0
Contemporary Design Townhouse,Hackney,51.5688346,-0.0931665,Entire home/apt,1,0,,,1,247,0,1280.0
Apartment in South Kensington / Chelsea,Kensington and Chelsea,51.4896476,-0.1799877,Entire home/apt,3,0,,,1,108,0,436.0
2 bedroom 2 bathroom Mayfair,Westminster,51.506343213043934,-0.1485091811214522,Entire home/apt,18,0,,,14,176,0,500.0
2 bed penthouse w/ terrace & AC!,Westminster,51.51963054481581,-0.149852847068464,Entire home/apt,7,0,,,1,268,0,500.0
Luxury Maisonette with a garden,Barnet,51.56857,-0.1942,Entire home/apt,3,2,2024-07-16,0.86,1,58,2,499.0
Mayfair Gem: Elegant Two Bedroom Hideaway,Westminster,51.51149159754384,-0.143775851139854,Entire home/apt,2,2,2024-07-08,0.85,72,119,2,557.0
Wonderful House Central London (Westminster),Westminster,51.49587354261205,-0.1357089320186447,Entire home/apt,1,4,2024-08-25,0.91,1,237,4,498.0
Contemporary 3-Bedroom Duplex in Chelsea,Kensington and Chelsea,51.4886423,-0.1907052,Entire home/apt,4,5,2024-08-18,1.08,1,79,5,420.0
London mansion house with garden,Wandsworth,51.45462,-0.21175,Entire home/apt,4,2,2024-07-29,1.11,1,85,2,619.0
Oakdale & The Regal at Fitzroy,Hounslow,51.46628156759719,-0.3237700613769623,Entire home/apt,6,1,2024-05-27,0.29,3,248,1,419.0
The Avenue,Camden,51.53748698481547,-0.1657868826952852,Entire home/apt,1,0,,,1,270,0,450.0
Heart of Covent Garden - 2 bed,Westminster,51.51367912593841,-0.1241965841308667,Entire home/apt,1,1,2024-08-21,1.0,2,160,1,450.0
2 Bed nr Spitalfields Mrket & Liverpool St Station,Tower Hamlets,51.51763617162699,-0.0742434947715789,Entire home/apt,3,0,,,13,233,0,490.0
Park Lane Palace/ Luxe for 10,Westminster,51.508906051396885,-0.154496245086193,Entire home/apt,2,13,2024-08-20,3.12,2,204,13,957.0
Wonderful home in Notting Hill,Kensington and Chelsea,51.5181,-0.22015,Entire home/apt,3,1,2024-04-27,0.23,4,0,1,978.0
Chelsea 3bed with SAUNA / 2.5 Bath,Kensington and Chelsea,51.49179224181759,-0.164608623305199,Entire home/apt,1,5,2024-08-19,1.53,9,284,5,517.0
Deluxe House,Redbridge,51.573102952481975,0.075533588085826,Entire home/apt,1,8,2024-08-25,2.11,1,234,8,520.0
London Three bedroom apartment,Westminster,51.51719838879326,-0.1577416924535115,Entire home/apt,90,0,,,6,179,0,499.0
3 Bedroom Luxury Central London,Westminster,51.51573,-0.1694,Entire home/apt,3,9,2024-08-19,2.05,13,10,9,550.0
Charming Princes Gate | 4BR with AC,Westminster,51.4993192381785,-0.1716876578161758,Entire home/apt,30,0,,,10,179,0,1900.0
Elegant 4BR Spacious Home with AC,Westminster,51.51254,-0.17909,Entire home/apt,30,0,,,10,269,0,1120.0
Three Bedroom Apartment,Kensington and Chelsea,51.4990838,-0.1979905,Entire home/apt,1,0,,,4,331,0,989.0
Flat with a lovely garden,Kensington and Chelsea,51.50676,-0.21252,Entire home/apt,2,0,,,5,105,0,452.0
Rent Chiswick room off high Road,Hounslow,51.49167,-0.25432,Private room,7,0,,,1,364,0,500.0
Lux 3-Bed Penthouse,Greenwich,51.49117,0.00404,Entire home/apt,2,0,,,7,107,0,418.0
"Modernised Victorian house with garden, Fulham",Hammersmith and Fulham,51.4751742065081,-0.2180095335368691,Entire home/apt,10,0,,,1,224,0,625.0
Prestigious Apartment on Oxford Street - 2 Bedroom,Westminster,51.51306,-0.14929,Entire home/apt,2,3,2024-08-18,0.89,12,292,3,507.0
Large 6 bedroom Residence Retreat in Holland Park,Kensington and Chelsea,51.5036914,-0.2099786,Entire home/apt,3,18,2024-09-02,4.29,54,206,18,572.0
Five-Bedroom Penthouse,Kensington and Chelsea,51.49387,-0.18489,Entire home/apt,1,0,,,20,269,0,4800.0
Amazing River Thames View,Tower Hamlets,51.50936982583204,-0.0784605390905613,Entire home/apt,1,0,,,20,269,0,1100.0
Luxury Four-Bedroom Townhouse,Westminster,51.49972303574592,-0.1652954470601875,Entire home/apt,28,0,,,20,269,0,1900.0
Garden Terrace Apartment,Kensington and Chelsea,51.49818,-0.1657,Entire home/apt,1,0,,,20,269,0,892.0
Two-Bedroom Penthouse,Kensington and Chelsea,51.4979,-0.16519,Entire home/apt,1,0,,,20,269,0,950.0
Knightsbridge Townhouse,Kensington and Chelsea,51.49778422977987,-0.1656625528163134,Entire home/apt,2,0,,,20,269,0,1100.0
Grand Four-Bedroom Apartment,Kensington and Chelsea,51.50095,-0.18537,Entire home/apt,2,0,,,20,261,0,3000.0
2 Bed Penthouse,Kensington and Chelsea,51.50104,-0.1852,Entire home/apt,1,0,,,20,269,0,2200.0
Newly refurbished (in 2023),Kensington and Chelsea,51.5003282565905,-0.1801472039254925,Entire home/apt,5,0,,,20,269,0,900.0
Ambassadorial Living,Westminster,51.50223576983336,-0.1800029272938013,Entire home/apt,5,0,,,20,269,0,2000.0
St. Paul’s Penthouse,City of London,51.51426204225141,-0.0931476688436005,Entire home/apt,28,0,,,20,269,0,550.0
City Penthouse,City of London,51.51206,-0.09282,Entire home/apt,28,0,,,20,269,0,525.0
Amazing Three-Bedroom Apartment,Kensington and Chelsea,51.49352,-0.18502,Entire home/apt,1,0,,,20,269,0,886.0
Beautiful 2 Bedroom Apartment,Kensington and Chelsea,51.49484402090253,-0.1897161990417451,Entire home/apt,1,0,,,20,269,0,1500.0
Lovely two-bedroom apartment,Kensington and Chelsea,51.49487,-0.18289,Entire home/apt,1,0,,,20,269,0,633.0
Stylish Luxury 1-Bedroom,Kensington and Chelsea,51.49353133712749,-0.1833712874015413,Entire home/apt,1,0,,,20,269,0,526.0
Tower View Apartment,City of London,51.50928,-0.07928,Entire home/apt,1,0,,,20,269,0,833.0
River View Apartment,City of London,51.50874,-0.08078,Entire home/apt,1,0,,,20,269,0,750.0
4 BR Flat in South Kensington w. Balcony,Kensington and Chelsea,51.49581209999999,-0.1794502,Entire home/apt,4,10,2024-08-20,3.3,1,20,10,646.0
Grass Court Terrace,Wandsworth,51.44365087162954,-0.2027340423278856,Entire home/apt,1,0,,,1,352,0,482.0
Beautiful family house in Barnes,Richmond upon Thames,51.47200272472036,-0.2376737488489707,Entire home/apt,7,0,,,1,17,0,900.0
Modern Elegance - stylish 3- bed,Southwark,51.48668,-0.06594,Entire home/apt,1,0,,,1,269,0,550.0
Covent Garden backpackerS' SOFAS,Camden,51.51458,-0.12745,Private room,1,1,2024-08-08,1.0,14,252,1,812.0
Baker Street's Residence,Westminster,51.52502528561287,-0.1613358117346933,Entire home/apt,5,8,2024-08-23,1.95,12,91,8,456.0
